Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7010,79,170567,2022-10-28
Fazt_web,5790000,27076,3240796638,2022-10-28
PeladoNerd,128000,293,7629754,2022-10-28
Codigofacilito,702000,3075,98294197,2022-10-28
