Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,469000,46,256727001,2022-12-02
NorbertoVelez,332000,189,146838206,2022-12-02
Marciaylanube,7530,82,184676,2022-12-02
Fazt_web,5940000,28009,3336522413,2022-12-02
PeladoNerd,132000,298,7942118,2022-12-02
Codigofacilito,705000,3099,98795272,2022-12-02
