Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7150,80,172502,2022-11-01
Fazt_web,5810000,27170,3257968482,2022-11-01
PeladoNerd,129000,293,7668848,2022-11-01
Codigofacilito,703000,3078,98345868,2022-11-01
