Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,471000,47,258852573,2022-12-06
NorbertoVelez,334000,189,148157835,2022-12-06
Marciaylanube,7570,82,185902,2022-12-06
Fazt_web,5950000,28086,3329508136,2022-12-06
PeladoNerd,132000,298,7965362,2022-12-06
Codigofacilito,705000,3099,98837446,2022-12-06
