Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,469000,46,256305755,2022-12-01
NorbertoVelez,332000,189,146610048,2022-12-01
Marciaylanube,7510,82,184260,2022-12-01
Fazt_web,5940000,27982,3334234633,2022-12-01
PeladoNerd,132000,298,7934425,2022-12-01
Codigofacilito,705000,3099,98781832,2022-12-01
