Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,472000,47,275812113,2022-12-07
NorbertoVelez,334000,189,148356813,2022-12-07
Marciaylanube,7580,82,186224,2022-12-07
Fazt_web,5950000,28113,3331839578,2022-12-07
PeladoNerd,132000,299,7972896,2022-12-07
Codigofacilito,705000,3099,98848861,2022-12-07
