Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,468000,46,255320685,2022-11-28
NorbertoVelez,331000,189,145919738,2022-11-28
Marciaylanube,7490,81,183084,2022-11-28
Fazt_web,5930000,27904,3310934727,2022-11-28
PeladoNerd,132000,297,7906680,2022-11-28
Codigofacilito,704000,3095,98737906,2022-11-28
