Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7180,80,173028,2022-11-02
Fazt_web,5810000,27198,3262212576,2022-11-02
PeladoNerd,129000,294,7680861,2022-11-02
Codigofacilito,703000,3079,98362145,2022-11-02
