Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6940,79,168880,2022-10-24
Fazt_web,5770000,26965,3223400350,2022-10-24
PeladoNerd,127000,292,7576588,2022-10-24
Codigofacilito,702000,3074,98228797,2022-10-24
