Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,461000,45,249782844,2022-11-18
NorbertoVelez,326000,181,142828254,2022-11-18
Marciaylanube,7380,81,179858,2022-11-18
Fazt_web,5900000,27653,3331735012,2022-11-18
PeladoNerd,131000,296,7838373,2022-11-18
Codigofacilito,704000,3091,98610620,2022-11-18
