Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,475000,49,277920034,2022-12-11
NorbertoVelez,336000,191,149529190,2022-12-11
Marciaylanube,7600,82,187440,2022-12-11
Fazt_web,5960000,28212,3341819808,2022-12-11
PeladoNerd,132000,299,7997422,2022-12-11
Codigofacilito,705000,3099,98891446,2022-12-11
