Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,474000,49,277184319,2022-12-10
NorbertoVelez,336000,190,149178482,2022-12-10
Marciaylanube,7600,82,187249,2022-12-10
Fazt_web,5950000,28196,3339625749,2022-12-10
PeladoNerd,132000,299,7993233,2022-12-10
Codigofacilito,705000,3099,98883441,2022-12-10
