Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7080,79,171245,2022-10-29
Fazt_web,5800000,27100,3244153084,2022-10-29
PeladoNerd,128000,293,7640417,2022-10-29
Codigofacilito,702000,3077,98308151,2022-10-29
