Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,464000,46,251888420,2022-11-21
NorbertoVelez,327000,188,143788696,2022-11-21
Marciaylanube,7420,81,180781,2022-11-21
Fazt_web,5910000,27730,3340861333,2022-11-21
PeladoNerd,131000,296,7859924,2022-11-21
Codigofacilito,704000,3091,98647048,2022-11-21
