Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7300,80,177662,2022-11-13
Fazt_web,5870000,27501,3306691648,2022-11-13
PeladoNerd,130000,295,7787181,2022-11-13
Codigofacilito,703000,3088,98526737,2022-11-13
