Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,463000,46,251082591,2022-11-20
NorbertoVelez,327000,186,143408632,2022-11-20
Marciaylanube,7410,81,180541,2022-11-20
Fazt_web,5900000,27706,3337196030,2022-11-20
PeladoNerd,131000,296,7853471,2022-11-20
Codigofacilito,704000,3091,98635906,2022-11-20
