Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7230,80,174894,2022-11-06
Fazt_web,5830000,27313,3275806965,2022-11-06
PeladoNerd,129000,294,7718911,2022-11-06
Codigofacilito,703000,3080,98418394,2022-11-06
