Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7310,80,177929,2022-11-14
Fazt_web,5880000,27524,3311597814,2022-11-14
PeladoNerd,130000,295,7794714,2022-11-14
Codigofacilito,703000,3089,98539171,2022-11-14
