Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,460000,44,249433658,2022-11-17
NorbertoVelez,326000,180,142600314,2022-11-17
Marciaylanube,7360,81,179396,2022-11-17
Fazt_web,5890000,27628,3328195921,2022-11-17
PeladoNerd,131000,296,7828113,2022-11-17
Codigofacilito,704000,3089,98592926,2022-11-17
