Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6890,79,167328,2022-10-20
Fazt_web,5750000,26861,3202620348,2022-10-20
PeladoNerd,126000,292,7530129,2022-10-20
Codigofacilito,702000,3073,98172715,2022-10-20
