Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,467000,46,254601158,2022-11-27
NorbertoVelez,331000,189,145462673,2022-11-27
Marciaylanube,7480,81,182851,2022-11-27
Fazt_web,5930000,27882,3307588893,2022-11-27
PeladoNerd,131000,297,7901422,2022-11-27
Codigofacilito,704000,3095,98727207,2022-11-27
