Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,466000,46,254105148,2022-11-26
NorbertoVelez,330000,189,145133697,2022-11-26
Marciaylanube,7480,81,182674,2022-11-26
Fazt_web,5920000,27864,3304857781,2022-11-26
PeladoNerd,131000,297,7896275,2022-11-26
Codigofacilito,704000,3094,98718290,2022-11-26
