Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7290,80,177057,2022-11-12
Fazt_web,5870000,27489,3297180374,2022-11-12
PeladoNerd,130000,295,7771146,2022-11-12
Codigofacilito,703000,3088,98498207,2022-11-12
