Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,465000,46,253105249,2022-11-24
NorbertoVelez,328000,189,144474339,2022-11-24
Marciaylanube,7450,81,181987,2022-11-24
Fazt_web,5920000,27812,3299429146,2022-11-24
PeladoNerd,131000,296,7881657,2022-11-24
Codigofacilito,704000,3094,98691974,2022-11-24
