Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,462000,46,250192709,2022-11-19
NorbertoVelez,326000,183,143023145,2022-11-19
Marciaylanube,7400,81,180266,2022-11-19
Fazt_web,5900000,27678,3334327160,2022-11-19
PeladoNerd,131000,296,7845700,2022-11-19
Codigofacilito,704000,3091,98623698,2022-11-19
