Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7230,80,174624,2022-11-05
Fazt_web,5830000,27295,3273021341,2022-11-05
PeladoNerd,129000,294,7712750,2022-11-05
Codigofacilito,703000,3080,98407379,2022-11-05
