Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,477000,49,279327338,2022-12-13
NorbertoVelez,337000,191,150247600,2022-12-13
Marciaylanube,7630,83,188141,2022-12-13
Fazt_web,5960000,28264,3346570087,2022-12-13
PeladoNerd,132000,299,8007722,2022-12-13
Codigofacilito,705000,3099,98910081,2022-12-13
