Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7100,79,171667,2022-10-30
Fazt_web,5800000,27118,3247850749,2022-10-30
PeladoNerd,128000,293,7649643,2022-10-30
Codigofacilito,702000,3077,98320937,2022-10-30
