Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,470000,46,257822208,2022-12-04
NorbertoVelez,333000,189,147510425,2022-12-04
Marciaylanube,7540,82,185248,2022-12-04
Fazt_web,5940000,28053,3325379091,2022-12-04
PeladoNerd,132000,298,7954542,2022-12-04
Codigofacilito,705000,3099,98816377,2022-12-04
