Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,473000,48,276742256,2022-12-09
NorbertoVelez,335000,189,148920568,2022-12-09
Marciaylanube,7600,82,186913,2022-12-09
Fazt_web,5950000,28174,3337286233,2022-12-09
PeladoNerd,132000,299,7988055,2022-12-09
Codigofacilito,705000,3099,98873285,2022-12-09
