Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,7280,80,176585,2022-11-10
Fazt_web,5860000,27428,3292062018,2022-11-10
PeladoNerd,130000,295,7760479,2022-11-10
Codigofacilito,703000,3084,98480479,2022-11-10
