Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6820,78,165311,2022-10-15
Fazt_web,5730000,26717,3180958333,2022-10-15
PeladoNerd,126000,291,7479266,2022-10-15
Codigofacilito,702000,3071,98095528,2022-10-15
