Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6830,78,165578,2022-10-16
Fazt_web,5730000,26740,3184644614,2022-10-16
PeladoNerd,126000,291,7485035,2022-10-16
Codigofacilito,702000,3071,98108073,2022-10-16
