Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6860,79,166207,2022-10-18
Fazt_web,5740000,26792,3193058155,2022-10-18
PeladoNerd,126000,291,7496493,2022-10-18
Codigofacilito,702000,3071,98133405,2022-10-18
