Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,477000,49,279717589,2022-12-14
NorbertoVelez,337000,191,150461410,2022-12-14
Marciaylanube,7640,83,188598,2022-12-14
Fazt_web,5960000,28303,3349060888,2022-12-14
PeladoNerd,133000,299,8013117,2022-12-14
Codigofacilito,705000,3100,98921544,2022-12-14
