Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6790,78,164445,2022-10-13
Fazt_web,5720000,26655,3174053006,2022-10-13
PeladoNerd,126000,291,7462486,2022-10-13
Codigofacilito,701000,3069,98059646,2022-10-13
