Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6760,78,163583,2022-10-11
Fazt_web,5710000,26600,3164237052,2022-10-11
PeladoNerd,126000,290,7438708,2022-10-11
Codigofacilito,701000,3069,98024154,2022-10-11
