Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,468000,46,255995319,2022-11-30
NorbertoVelez,332000,189,146395411,2022-11-30
Marciaylanube,7510,82,183876,2022-11-30
Fazt_web,5940000,27955,3331843038,2022-11-30
PeladoNerd,132000,298,7922983,2022-11-30
Codigofacilito,704000,3097,98767598,2022-11-30
