Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,464000,46,252350878,2022-11-22
NorbertoVelez,328000,188,144035180,2022-11-22
Marciaylanube,7430,81,181121,2022-11-22
Fazt_web,5910000,27739,3344088801,2022-11-22
PeladoNerd,131000,296,7867066,2022-11-22
Codigofacilito,704000,3091,98660046,2022-11-22
