Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6970,79,169739,2022-10-26
Fazt_web,5790000,27033,3233919271,2022-10-26
PeladoNerd,128000,293,7604170,2022-10-26
Codigofacilito,702000,3075,98260902,2022-10-26
