Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6940,79,168583,2022-10-23
Fazt_web,5770000,26950,3219130280,2022-10-23
PeladoNerd,127000,292,7565333,2022-10-23
Codigofacilito,702000,3074,98216750,2022-10-23
