Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,466000,46,253527961,2022-11-25
NorbertoVelez,329000,189,144763980,2022-11-25
Marciaylanube,7460,81,182317,2022-11-25
Fazt_web,5920000,27840,3302242783,2022-11-25
PeladoNerd,131000,296,7888486,2022-11-25
Codigofacilito,704000,3094,98705791,2022-11-25
