Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,471000,46,258462265,2022-12-05
NorbertoVelez,334000,189,147904396,2022-12-05
Marciaylanube,7560,82,185484,2022-12-05
Fazt_web,5940000,28070,3327398734,2022-12-05
PeladoNerd,132000,298,7959244,2022-12-05
Codigofacilito,705000,3099,98825079,2022-12-05
