Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,470000,46,257200412,2022-12-03
NorbertoVelez,333000,189,147120117,2022-12-03
Marciaylanube,7540,82,185020,2022-12-03
Fazt_web,5940000,28033,3338337350,2022-12-03
PeladoNerd,132000,298,7948937,2022-12-03
Codigofacilito,705000,3099,98807151,2022-12-03
