Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6740,78,163202,2022-10-10
Fazt_web,5710000,26568,3143687146,2022-10-10
PeladoNerd,126000,290,7432603,2022-10-10
Codigofacilito,701000,3068,98010498,2022-10-10
