Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,477000,49,280081210,2022-12-15
NorbertoVelez,338000,191,150677405,2022-12-15
Marciaylanube,7660,83,189004,2022-12-15
Fazt_web,5970000,28334,3351449627,2022-12-15
PeladoNerd,133000,299,8018285,2022-12-15
Codigofacilito,705000,3101,98933202,2022-12-15
