Channel_name,Subscribers,Video_count,Total_Views,Createt_at
Marciaylanube,6880,79,166816,2022-10-19
Fazt_web,5750000,26819,3197421205,2022-10-19
PeladoNerd,126000,292,7511147,2022-10-19
Codigofacilito,702000,3072,98151132,2022-10-19
