Channel_name,Subscribers,Video_count,Total_Views,Createt_at
FreeCover,476000,49,278802487,2022-12-12
NorbertoVelez,337000,191,149965413,2022-12-12
Marciaylanube,7620,82,187676,2022-12-12
Fazt_web,5960000,28237,3344056101,2022-12-12
PeladoNerd,132000,299,8002013,2022-12-12
Codigofacilito,705000,3099,98899452,2022-12-12
